"labid.y","speciesid_osu","speciessimpleidgroomed.y","species","genus","family","order","class","phylum","reps","numreads","totalreads","pidmatch","lineage","scatseason"
"YOS0786","Lynx rufus","Tamias sp.","","Tamias","Sciuridae","Rodentia","Mammalia","Chordata",3,31440,31440,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Tamias,","summer"
"YOS0786","Lynx rufus","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",6,62880,31440,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0787","Lynx rufus","Neotoma macrotis","Neotoma macrotis","Neotoma","Cricetidae","Rodentia","Mammalia","Chordata",3,10795,10795,100,"Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma macrotis","summer"
"YOS0787","Lynx rufus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,10795,10795,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0788","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,382,382,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0789","Lynx rufus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",3,5413,5413,95.918,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0789","Lynx rufus","Canis latrans","Canis latrans","Canis","Canidae","Carnivora","Mammalia","Chordata",6,10826,5413,100,"Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans","summer"
"YOS0789","Lynx rufus","Neotoma macrotis","Neotoma macrotis","Neotoma","Cricetidae","Rodentia","Mammalia","Chordata",3,5413,5413,100,"Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma macrotis","summer"
"YOS0791","Lynx rufus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",12,42444,10611,96.44675,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0792","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,745,745,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0792","Canis latrans","Oncorhynchus sp.","","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Chordata",3,745,745,100,"Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,","summer"
"YOS0792","Canis latrans","Pseudacris sierra","Pseudacris sierra","Pseudacris","Hylidae","Anura","Amphibia","Chordata",3,745,745,100,"Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris sierra","summer"
"YOS0793","Canis latrans","Dendragapus fuliginosus","Dendragapus fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata",3,4246,4246,100,"Chordata,Aves,Galliformes,Phaisianidae,Dendragapus,Dendragapus fuliginosus","summer"
"YOS0793","Canis latrans","Urocitellus beldingi","Urocitellus beldingi","Urocitellus","Sciuridae","Rodentia","Mammalia","Chordata",3,4246,4246,100,"Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus beldingi","summer"
"YOS0794","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,27122,13561,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0795","Canis latrans","Rana muscosa","Rana muscosa","Rana","Ranidae","Anura","Amphibia","Chordata",12,291004,72751,99.70925,"Chordata,Amphibia,Anura,Ranidae,Rana,Rana muscosa","summer"
"YOS0796","Canis latrans","Rana muscosa","Rana muscosa","Rana","Ranidae","Anura","Amphibia","Chordata",3,11173,11173,100,"Chordata,Amphibia,Anura,Ranidae,Rana,Rana muscosa","summer"
"YOS0797","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,12812,6406,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0798","Canis latrans","Lepus americanus","Lepus americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata",9,31536,10512,97.2963333333333,"Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus americanus","summer"
"YOS0798","Canis latrans","Tamias amoenus","Tamias amoenus","Tamias","Sciuridae","Rodentia","Mammalia","Chordata",6,21024,10512,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias amoenus","summer"
"YOS0799","Lynx rufus","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",9,194328,64776,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0800","Lynx rufus","Dendragapus fuliginosus","Dendragapus fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata",3,139651,139651,100,"Chordata,Aves,Galliformes,Phaisianidae,Dendragapus,Dendragapus fuliginosus","summer"
"YOS0801","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,146788,73394,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0801","Canis latrans","Rana muscosa","Rana muscosa","Rana","Ranidae","Anura","Amphibia","Chordata",3,73394,73394,100,"Chordata,Amphibia,Anura,Ranidae,Rana,Rana muscosa","summer"
"YOS0802","Canis latrans","Urocitellus beldingi","Urocitellus beldingi","Urocitellus","Sciuridae","Rodentia","Mammalia","Chordata",3,188,188,100,"Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus beldingi","summer"
"YOS0803","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,7670,7670,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0804","Lynx rufus","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,3825,3825,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0807","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",15,155175,31035,99.196,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0808","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,46496,23248,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0809","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,20919,6973,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0809","Canis latrans","Salvelinus sp.","","Salvelinus","Salmonidae","Salmoniformes","Actinopterygii","Chordata",3,6973,6973,100,"Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,","summer"
"YOS0809","Canis latrans","Sus scrofa","Sus scrofa","Sus","Suidae","Artiodactyla","Mammalia","Chordata",3,6973,6973,100,"Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa","summer"
"YOS0810","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,12673,12673,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0810","Canis latrans","Tamias amoenus","Tamias amoenus","Tamias","Sciuridae","Rodentia","Mammalia","Chordata",9,38019,12673,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias amoenus","summer"
"YOS0811","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,65334,65334,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0811","Canis latrans","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,65334,65334,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0813","Lynx rufus","Ochotona princeps","Ochotona princeps","Ochotona","Ochotonidae","Lagomorpha","Mammalia","Chordata",3,4817,4817,98.99,"Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,Ochotona princeps","summer"
"YOS0814","Lynx rufus","Lepus americanus","Lepus americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata",3,4144,4144,97.98,"Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus americanus","summer"
"YOS0815","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,1919,1919,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0816","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,1179,1179,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0817","Martes caurina","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,28350,28350,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0818","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,36800,18400,98,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0819","Martes caurina","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,48855,48855,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0819","Martes caurina","Microtus sp.","","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",21,341985,48855,96.6631428571429,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,","summer"
"YOS0820","Martes caurina","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,13365,13365,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0821","Martes caurina","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,1951,1951,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0822","Martes caurina","Scapanus latimanus","Scapanus latimanus","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata",6,36228,18114,97.5,"Chordata,Mammalia,Euliptophyla,Talpidae,Scapanus,Scapanus latimanus","summer"
"YOS0823","Urocyon cinereoargenteus","Oreortyx pictus","Oreortyx pictus","Oreortyx","Odontophoridae","Galliformes","Aves","Chordata",6,62652,31326,100,"Chordata,Aves,Galliformes,Odontophoridae,Oreortyx,Oreortyx pictus","summer"
"YOS0824","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,3345,3345,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0825","Martes caurina","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,3764,3764,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0826","Urocyon cinereoargenteus","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",3,44263,44263,100,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0826","Urocyon cinereoargenteus","Parulidae","","","Parulidae","Passeriformes","Aves","Chordata",3,44263,44263,100,"Chordata,Aves,Passeriformes,Parulidae","summer"
"YOS0826","Urocyon cinereoargenteus","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus","Picidae","Piciformes","Aves","Chordata",3,44263,44263,99.02,"Chordata,Aves,Piciformes,Picidae,Sphyrapicus,Sphyrapicus varius","summer"
"YOS0827","Urocyon cinereoargenteus","Peromyscus boylii","Peromyscus boylii","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,10989,10989,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus boylii","summer"
"YOS0828","Urocyon cinereoargenteus","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",2,363,363,100,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0829","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,6659,6659,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0830","Pekania pennanti","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",3,22929,22929,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0832","Urocyon cinereoargenteus","Glaucomys sabrinus","Glaucomys sabrinus","Glaucomys","Sciuridae","Rodentia","Mammalia","Chordata",3,6787,6787,100,"Chordata,Mammalia,Rodentia,Sciuridae,Glaucomys,Glaucomys sabrinus","summer"
"YOS0833","Urocyon cinereoargenteus","Glaucomys sabrinus","Glaucomys sabrinus","Glaucomys","Sciuridae","Rodentia","Mammalia","Chordata",3,783,783,100,"Chordata,Mammalia,Rodentia,Sciuridae,Glaucomys,Glaucomys sabrinus","summer"
"YOS0833","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,783,783,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0835","Canis latrans","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",3,38489,38489,100,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0835","Canis latrans","Oncorhynchus sp.","","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Chordata",3,38489,38489,100,"Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,","summer"
"YOS0836","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,5375,5375,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0837","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,20220,20220,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0837","Canis latrans","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,20220,20220,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0838","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,62126,31063,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0839","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,73222,36611,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0840","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,7775,7775,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0840","Canis latrans","Urocitellus beldingi","Urocitellus beldingi","Urocitellus","Sciuridae","Rodentia","Mammalia","Chordata",3,7775,7775,100,"Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus beldingi","summer"
"YOS0841","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,15779,15779,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0842","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,14874,14874,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0842","Canis latrans","Oncorhynchus sp.","","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Chordata",3,14874,14874,100,"Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,","summer"
"YOS0843","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,13539,13539,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0843","Canis latrans","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",12,54156,13539,98.2325,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0844","Canis latrans","Dendragapus fuliginosus","Dendragapus fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata",3,41799,41799,100,"Chordata,Aves,Galliformes,Phaisianidae,Dendragapus,Dendragapus fuliginosus","summer"
"YOS0844","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,83598,41799,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0845","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,5094,5094,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0845","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,5094,5094,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0846","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,34908,17454,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0846","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,17454,17454,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0847","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,27154,27154,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0847","Canis latrans","Oncorhynchus sp.","","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Chordata",3,27154,27154,100,"Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,","summer"
"YOS0848","Martes caurina","Turdus sp.","","Turdus","Turdidae","Passeriformes","Aves","Chordata",3,31750,31750,100,"Chordata,Aves,Passeriformes,Turdidae,Turdus,","summer"
"YOS0849","Martes caurina","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,28373,28373,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0849","Martes caurina","Microtus montanus","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,28373,28373,97.98,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus montanus","summer"
"YOS0850","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,298,298,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0852","Canis latrans","Scapanus latimanus","Scapanus latimanus","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata",3,7299,7299,98,"Chordata,Mammalia,Euliptophyla,Talpidae,Scapanus,Scapanus latimanus","summer"
"YOS0853","Canis latrans","Ochotona princeps","Ochotona princeps","Ochotona","Ochotonidae","Lagomorpha","Mammalia","Chordata",3,3339,3339,100,"Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,Ochotona princeps","summer"
"YOS0854","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,736,736,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0855","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,60844,30422,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0856","Canis latrans","Gallus gallus","Gallus gallus","Gallus","Phaisianidae","Galliformes","Aves","Chordata",3,4453,4453,100,"Chordata,Aves,Galliformes,Phaisianidae,Gallus,Gallus gallus","summer"
"YOS0856","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,4453,4453,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0856","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,4453,4453,100,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0857","Canis latrans","Rana muscosa","Rana muscosa","Rana","Ranidae","Anura","Amphibia","Chordata",9,226632,75544,99.2246666666667,"Chordata,Amphibia,Anura,Ranidae,Rana,Rana muscosa","summer"
"YOS0858","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,16482,16482,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0858","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,16482,16482,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0859","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,26620,13310,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0860","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,571,571,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0861","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",9,76203,25401,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0862","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,8162,8162,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0863","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,40404,40404,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0863","Canis latrans","Passeriformes","","","","Passeriformes","Aves","Chordata",3,40404,40404,100,"Chordata,Aves,Passeriformes","summer"
"YOS0864","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,440,440,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0865","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,417,417,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0866","Canis latrans","Oncorhynchus sp.","","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Chordata",3,1071,1071,100,"Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,","summer"
"YOS0867","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,29720,14860,98.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0868","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,9914,9914,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0871","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,78230,39115,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0871","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,39115,39115,100,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0872","Martes caurina","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",3,75155,75155,100,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0873","Martes caurina","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",3,7920,7920,100,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0873","Martes caurina","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,7920,7920,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0874","Martes caurina","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,24232,24232,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0875","Lynx rufus","Tamias amoenus","Tamias amoenus","Tamias","Sciuridae","Rodentia","Mammalia","Chordata",3,1285,1285,100,"Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias amoenus","summer"
"YOS0876","Martes caurina","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,12377,12377,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0877","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,46944,23472,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0877","Canis latrans","Urocitellus beldingi","Urocitellus beldingi","Urocitellus","Sciuridae","Rodentia","Mammalia","Chordata",3,23472,23472,100,"Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus beldingi","summer"
"YOS0878","Martes caurina","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,14506,14506,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0879","Martes caurina","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,24427,24427,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0880","Martes caurina","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,44996,22498,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0880","Martes caurina","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,22498,22498,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
