"labid.y","speciesid_osu","speciessimpleidgroomed.y","species","genus","family","order","class","phylum","reps","numreads","totalreads","pidmatch","lineage","scatseason"
"YOS0275","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,25940,25940,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0276","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,28438,28438,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0276","Canis latrans","Microtus montanus","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",6,56876,28438,97.475,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus montanus","summer"
"YOS0277","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,54703,54703,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0278","Canis latrans","Microtus sp.","","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",6,30816,15408,96.5,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,","summer"
"YOS0278","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,15408,15408,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0280","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",2,4396,4396,100,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0280","Canis latrans","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",2,4396,4396,100,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0280","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",2,4396,4396,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0281","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,12881,12881,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0284","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",2,378,378,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0284","Canis latrans","Microtus montanus","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",2,378,378,97.98,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus montanus","summer"
"YOS0285","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,20705,20705,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0286","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,40998,20499,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0287","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,58502,29251,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0288","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,66574,33287,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0290","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,561675,187225,98.66,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0291","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,3479,3479,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0291","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,3479,3479,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0293","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,340254,113418,98.3266666666667,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0294","Puma concolor","Ursus americanus","Ursus americanus","Ursus","Ursidae","Carnivora","Mammalia","Chordata",6,28970,14485,100,"Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus","summer"
"YOS0295","Lynx rufus","Passerellidae","","","Passerellidae","Passeriformes","Aves","Chordata",3,5130,5130,100,"Chordata,Aves,Passeriformes,Passerellidae","summer"
"YOS0297","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,35351,35351,100,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0298","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,100128,33376,98.66,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0299","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,7375,7375,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0299","Canis latrans","Scapanus latimanus","Scapanus latimanus","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata",6,14750,7375,99,"Chordata,Mammalia,Euliptophyla,Talpidae,Scapanus,Scapanus latimanus","summer"
"YOS0299","Canis latrans","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",3,7375,7375,100,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0300","Puma concolor","Lepus townsendii","Lepus townsendii","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata",3,37455,37455,100,"Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus townsendii","summer"
"YOS0301","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,113491,113491,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0301","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,113491,113491,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0302","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,126810,126810,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0302","Canis latrans","Microtus montanus","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",9,380430,126810,98.6533333333333,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus montanus","summer"
"YOS0302","Canis latrans","Microtus sp.","","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,126810,126810,97,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,","summer"
"YOS0302","Canis latrans","Passerellidae","","","Passerellidae","Passeriformes","Aves","Chordata",3,126810,126810,99.02,"Chordata,Aves,Passeriformes,Passerellidae","summer"
"YOS0303","Canis latrans","Dendragapus fuliginosus","Dendragapus fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata",3,23876,23876,100,"Chordata,Aves,Galliformes,Phaisianidae,Dendragapus,Dendragapus fuliginosus","summer"
"YOS0303","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,23876,23876,100,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0304","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",3,55520,55520,95.918,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0304","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,55520,55520,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0304","Canis latrans","Pipilo maculatus","Pipilo maculatus","Pipilo","Passerellidae","Passeriformes","Aves","Chordata",3,55520,55520,100,"Chordata,Aves,Passeriformes,Passerellidae,Pipilo,Pipilo maculatus","summer"
"YOS0305","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,40768,40768,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0306","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,37931,37931,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0307","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",6,97554,48777,99.49,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0309","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,41517,41517,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0310","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,75950,37975,98,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0311","Lynx rufus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",3,120172,120172,95.918,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0311","Lynx rufus","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",6,240344,120172,97.98,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0312","Lynx rufus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",9,150963,50321,96.5986666666667,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0312","Lynx rufus","Pipilo maculatus","Pipilo maculatus","Pipilo","Passerellidae","Passeriformes","Aves","Chordata",3,50321,50321,100,"Chordata,Aves,Passeriformes,Passerellidae,Pipilo,Pipilo maculatus","summer"
"YOS0313","Puma concolor","Erethizon dorsatum","Erethizon dorsatum","Erethizon","Erethizontidae","Rodentia","Mammalia","Chordata",3,74178,74178,100,"Chordata,Mammalia,Rodentia,Erethizontidae,Erethizon,Erethizon dorsatum","summer"
"YOS0314","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,7935,7935,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0316","Lynx rufus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",6,37348,18674,96.4285,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0317","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,90681,30227,98.3266666666667,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0319","Martes caurina","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,9454,9454,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0319","Martes caurina","Peromyscus boylii","Peromyscus boylii","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,9454,9454,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus boylii","summer"
"YOS0320","Martes caurina","Dendragapus fuliginosus","Dendragapus fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata",6,230774,115387,99.505,"Chordata,Aves,Galliformes,Phaisianidae,Dendragapus,Dendragapus fuliginosus","summer"
"YOS0321","Martes caurina","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",3,31747,31747,100,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0321","Martes caurina","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,31747,31747,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0322","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,447672,149224,98.66,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0324","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,144084,48028,98.3266666666667,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0325","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,102266,51133,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0326","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",15,673250,134650,98.39,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0327","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,37378,37378,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0327","Canis latrans","Ochotona princeps","Ochotona princeps","Ochotona","Ochotonidae","Lagomorpha","Mammalia","Chordata",3,37378,37378,100,"Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,Ochotona princeps","summer"
"YOS0327","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,37378,37378,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0328","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,146384,73192,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0330","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",2,4293,4293,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0330","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,12879,4293,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0331","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,208651,208651,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0333","Lynx rufus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",3,79331,79331,95.918,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0333","Lynx rufus","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",3,79331,79331,100,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0333","Lynx rufus","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",3,79331,79331,100,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0335","Urocyon cinereoargenteus","Corvidae","","","Corvidae","Passeriformes","Aves","Chordata",3,1517,1517,100,"Chordata,Aves,Passeriformes,Corvidae","summer"
"YOS0335","Urocyon cinereoargenteus","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,1517,1517,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0336","Urocyon cinereoargenteus","Vulpes vulpes","Vulpes vulpes","Vulpes","Canidae","Carnivora","Mammalia","Chordata",2,640,640,96.97,"Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes","summer"
"YOS0337","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,36781,36781,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0338","Pekania pennanti","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",6,681204,340602,99.51,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0338","Pekania pennanti","Passeriformes","","","","Passeriformes","Aves","Chordata",3,340602,340602,100,"Chordata,Aves,Passeriformes","summer"
"YOS0339","Puma concolor","Ursus americanus","Ursus americanus","Ursus","Ursidae","Carnivora","Mammalia","Chordata",3,675,675,100,"Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus","summer"
"YOS0340","Puma concolor","Puma concolor","Puma concolor","Puma","Felidae","Carnivora","Mammalia","Chordata",6,172458,86229,99,"Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor","summer"
"YOS0341","Lynx rufus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",3,12334,12334,95.918,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0341","Lynx rufus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,12334,12334,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0341","Lynx rufus","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",3,12334,12334,100,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0343","Puma concolor","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon","Canidae","Carnivora","Mammalia","Chordata",3,33868,33868,100,"Chordata,Mammalia,Carnivora,Canidae,Urocyon,Urocyon cinereoargenteus","summer"
"YOS0346","Pekania pennanti","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",6,61410,30705,97.98,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0347","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,6291,6291,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0350","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,65998,65998,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0350","Urocyon cinereoargenteus","Tamias sp.","","Tamias","Sciuridae","Rodentia","Mammalia","Chordata",3,65998,65998,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Tamias,","summer"
"YOS0350","Urocyon cinereoargenteus","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",3,65998,65998,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0351","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,13220,13220,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0353","Lynx rufus","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,34565,34565,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0353","Lynx rufus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,34565,34565,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0354","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,10921,10921,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0354","Urocyon cinereoargenteus","Tamias sp.","","Tamias","Sciuridae","Rodentia","Mammalia","Chordata",3,10921,10921,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Tamias,","summer"
"YOS0355","Lynx rufus","Tamias sp.","","Tamias","Sciuridae","Rodentia","Mammalia","Chordata",3,249321,249321,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Tamias,","summer"
"YOS0355","Lynx rufus","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",9,747963,249321,97.98,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0356","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,24562,12281,98.49,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0358","Lynx rufus","Tamias sp.","","Tamias","Sciuridae","Rodentia","Mammalia","Chordata",3,11368,11368,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Tamias,","summer"
"YOS0359","Lynx rufus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",6,66014,33007,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0359","Lynx rufus","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,33007,33007,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0361","Puma concolor","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",3,4870,4870,95.918,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0361","Puma concolor","Sciuridae","","","Sciuridae","Rodentia","Mammalia","Chordata",3,4870,4870,95.918,"Chordata,Mammalia,Rodentia,Sciuridae","summer"
"YOS0362","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,17418,17418,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0363","Martes caurina","Sciuridae","","","Sciuridae","Rodentia","Mammalia","Chordata",3,19625,19625,95.918,"Chordata,Mammalia,Rodentia,Sciuridae","summer"
"YOS0364","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,933,933,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0366","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,42296,42296,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0368","Canis latrans","Dendragapus fuliginosus","Dendragapus fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata",3,1684,1684,100,"Chordata,Aves,Galliformes,Phaisianidae,Dendragapus,Dendragapus fuliginosus","summer"
"YOS0368","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,1684,1684,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0369","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,4767,4767,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0369","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,4767,4767,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0370","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,21234,10617,98.49,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0371","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,9348,4674,98.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0373","Canis latrans","Scapanus latimanus","Scapanus latimanus","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata",3,20408,20408,98,"Chordata,Mammalia,Euliptophyla,Talpidae,Scapanus,Scapanus latimanus","summer"
"YOS0374","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,1051,1051,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0376","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,61075,61075,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0377","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,91929,30643,98.3266666666667,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0378","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,20376,20376,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0379","Lynx rufus","Ochotona princeps","Ochotona princeps","Ochotona","Ochotonidae","Lagomorpha","Mammalia","Chordata",3,32683,32683,100,"Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,Ochotona princeps","summer"
"YOS0379","Lynx rufus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,32683,32683,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0380","Lynx rufus","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,21764,21764,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0380","Lynx rufus","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",3,21764,21764,100,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0381","Lynx rufus","Sciuridae","","","Sciuridae","Rodentia","Mammalia","Chordata",3,6384,6384,95.918,"Chordata,Mammalia,Rodentia,Sciuridae","summer"
"YOS0382","Lynx rufus","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",3,6843,6843,100,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
